scheme,lambda_brest,lambda_psg,total_lambda,p_over_2_5,fair_odds_over_2_5,market_overround,raw_edge_over,price_edge_over
A0_flat,1.1462226840010799,2.765244735656884,3.9114674196579635,0.7486352619700389,1.3357639571618534,0.10004151100041514,0.05995601668702011,-0.011801454199548589
A1_halflife_30d,1.9218147696900407,1.499671514528201,3.4214862842182416,0.6643864271670928,1.5051481473875752,0.10004151100041514,-0.024292818115925985,-0.12300991613943746
A2_halflife_60d,1.3608898560258804,1.997823853992337,3.3587137100182174,0.6522284081616898,1.5332052199604533,0.10004151100041514,-0.036450837121329016,-0.13905850122656938
A3_halflife_90d,1.1998225292831586,2.2226390400561624,3.4224615693393208,0.6645728549358038,1.5047259191719435,0.10004151100041514,-0.024106390347215068,-0.12276383148473902
A4_halflife_180d,1.1255076923301583,2.464203910844702,3.58971160317486,0.6954273489778978,1.4379647298452483,0.10004151100041514,0.006748103694878993,-0.08203589934917488
A5_halflife_365d,1.1284849107841577,2.608288230683258,3.736773141467416,0.720737619531893,1.3874674679108374,0.10004151100041514,0.032058374248874144,-0.048626342217901186
